id,loss
4,1657.664534129565
6,2145.686337249971
9,8957.38187190673
12,6329.246192695487
15,871.8166899159206
17,2678.89287942983
21,2726.3553150356624
28,761.980654344879
32,2657.866267407864
43,3656.4872600587005
46,3108.5354771122843
50,930.1991662763556
54,1249.8210648805928
62,2237.130226539818
70,2537.9685976680507
71,5725.812514830525
75,2400.6776246821582
77,2931.980804197002
81,2743.9261676899946
83,2435.9478921179707
87,2234.593977306635
97,1815.7546085176364
103,1408.509856789799
119,1208.1357677210074
120,2166.595123643642
127,1173.5976691590067
138,4574.075051900184
141,3459.4347630051566
148,947.7417617730257
150,2713.6649898746114
151,2690.912311484347
158,1985.558233622073
160,6340.078775640275
165,2957.450340821499
168,3503.781368515217
169,5613.464527446707
177,3227.8724946745556
178,3142.2972132239975
184,2285.5672950834855
194,10173.321984592569
198,2030.9761154817215
203,3399.0362828041184
211,3110.516558343712
217,1732.2386311862995
219,1630.2735763595115
221,5092.26976153761
227,1649.347070637653
230,1784.4913407829908
235,4795.935810592847
240,805.776414730855
243,3162.538263231868
249,8343.123845985827
253,3235.7102168929127
258,1699.1672188001212
261,1997.66088140367
263,3939.2795379778445
264,3153.540254431256
265,4733.174008403356
268,2310.4020756277
271,1042.149797011909
274,6459.509731285391
275,591.4452374054704
279,1594.1936948970722
282,1966.0459465755769
286,3481.8800336669433
288,1372.4745903503897
294,2405.6149003538694
296,1154.960474399558
297,1708.9953827209965
300,840.9176421518389
303,9144.906490050504
314,1715.709910617632
315,4840.198048150239
321,3137.306740829432
323,4883.721418388608
330,4000.4710576163675
341,1885.1697818035998
342,5131.333216047009
352,1646.0782965190506
353,4000.9814246719525
360,5379.132122557574
361,2270.033922754506
362,5187.207107611815
366,1559.036273351796
372,3763.9727433345593
376,3098.221151851862
377,2675.5646553924626
379,1721.504669623055
380,4048.7708522976027
387,2069.382200233236
392,2297.6113377460356
394,10642.282789550196
395,1710.5775243274445
397,1681.6721098240478
407,5957.928710284672
411,9289.819503969178
416,3013.4263868745797
417,1735.5635474820276
419,4794.564645143038
428,5593.396672853896
431,1638.7385520230878
436,9131.479213482688
438,1647.487687129022
445,6722.396272444441
446,10928.867454152203
455,1486.3889286906272
456,1670.0540617023914
461,1011.6248529360968
463,1957.9267976411725
464,3876.0593158044785
466,2166.2083107260096
467,1946.5736690483498
470,1217.5396247434246
475,1404.1299411025184
482,3351.7953684716945
490,3992.274377842802
496,2198.870953314038
