id,loss
4,1524.543718737403
6,2209.2124750976373
9,10936.529465984293
12,5706.079604048046
15,-158.72218105383234
17,1996.179433138553
21,2614.791686775911
28,230.63717963779035
32,2247.8351609190013
43,3286.582922150007
46,2964.948051544605
50,640.3108469698568
54,1470.6255149857511
62,3207.262125780328
70,3210.6788816618996
71,6400.347653533783
75,1811.1347493848189
77,2539.0191663642527
81,3409.833568679635
83,2790.4844465039105
87,2226.7239476093064
97,2174.3143992228315
103,1446.9040341491004
119,1444.3408097609956
120,1983.1287651623454
127,1833.373513581863
138,4481.266112102624
141,3604.2510028478378
148,1196.0083190633463
150,2835.150108997032
151,2991.18588611343
158,2026.8196396940593
160,6684.078768629736
165,3131.563287745705
168,4319.4196972344425
169,3979.957149298803
177,3246.405628642666
178,4760.709418024887
184,2123.8694330934177
194,7497.412339618701
198,1768.4683167336912
203,5387.503777071832
211,2818.707227830865
217,846.2635815625742
219,818.4547907528254
221,4630.7278532629125
227,2238.9959895083307
230,1314.3743545777102
235,2650.3021930804475
240,459.929715065525
243,3578.661726381801
249,6188.628260986768
253,2817.9172372497687
258,1145.3798079317278
261,2240.1360476537575
263,3493.794839119282
264,3700.0189977310447
265,5744.399587160965
268,1750.3033174328602
271,1161.9053100883918
274,6030.791162330495
275,587.9380425251314
279,2305.8749349514005
282,1634.0236862736072
286,3358.486871179749
288,1157.3487093120052
294,3715.5080741068286
296,1110.853846521085
297,1461.166577574676
300,469.21575084470925
303,8128.073402389673
314,790.5875477148109
315,5536.858429419712
321,2775.4802333236553
323,5123.944087990458
330,5267.3457963154
341,2146.8275329670687
342,4888.63194865904
352,1524.460443872272
353,4131.04323203289
360,7141.781319017296
361,2549.8225705531654
362,3429.3887356126143
366,1216.525711128736
372,3795.8276241503927
376,4181.808990690399
377,2501.0939046690123
379,1517.2757164231007
380,4739.339794468771
387,1690.2565295177208
392,1786.1758891646653
394,10260.069262537307
395,2272.9769057551284
397,1479.0018582675818
407,5278.753782567805
411,7539.036089907929
416,3371.664517705752
417,1997.5110882298736
419,4626.098973290484
428,5994.313497097772
431,1860.2304759367823
436,6354.723195740875
438,1509.8195983954618
445,6601.731611362101
446,6511.333343036234
455,1611.3535792144207
456,605.7740504151227
461,617.7476555718385
463,1366.5988685373688
464,4309.71719437391
466,1969.55974413459
467,2963.0611940220297
470,1410.8362169899046
475,1542.9583949821551
482,4288.298073419181
490,3509.3280116421042
496,3343.1976305632147
497,5921.90529539986
508,3630.9480192438514
510,2909.5572263996633
512,2739.3228242962105
513,4082.6909708231465
523,2212.711431074204
531,5434.858608379185
532,3472.958149204538
533,1501.380416221296
537,827.0973496651488
544,5250.942344748812
547,3798.324543022864
556,7742.93918420003
565,1580.5391810727417
566,1205.5526999777271
571,1161.9003645332155
573,1956.798319973556
574,519.6956959119441
581,3066.360033418352
585,2574.028871561721
589,2353.618735201736
597,1785.0169762793466
601,3374.163106468155
602,2778.379622412936
613,2633.947045328472
616,1830.06570010886
619,1636.485427042559
622,2866.2896399534347
623,2396.106251910627
629,1262.0367668378885
634,1727.8539058193587
638,-86.7887390336738
642,970.190590401783
643,2846.797105997571
645,678.7796498383542
648,6053.0843389569445
652,1972.6204073648223
664,557.2893103843892
666,2451.192052440754
672,543.7213975579044
676,3040.59438920807
678,4508.865057482998
682,1766.022543808151
686,3726.9484387641464
688,2841.8250396394124
689,1760.3728790157822
690,2851.904224905764
692,7921.1583724004695
695,2330.4368696941715
697,4687.477082182259
698,1834.1654182913244
706,2562.6781813352554
708,1864.682372689742
712,4527.260792647214
715,3839.2823800676406
717,1052.3028452668573
725,2707.375180271783
729,1280.2775748932152
737,1091.8337327938111
739,4568.734746266466
747,4070.6426827757236
753,2445.098443499987
758,3341.8419070787672
759,3235.5390774496927
763,2105.8029129628867
773,4456.971447023816
774,1798.1175360237735
776,1951.3857985025566
788,4694.654044805403
790,3166.6203994767493
794,1536.0372848292639
801,3155.539650256859
802,2160.8971389679427
805,1760.7245661384254
809,5611.209003719741
812,925.6054224523975
825,2456.945680865874
828,2197.7678005149473
830,1776.7228799694178
833,742.323041688604
850,5141.136218336385
852,5889.296377781777
862,2442.501982201132
863,2202.181411560829
864,1097.7867458266696
865,3690.000920138995
868,6404.16760838853
872,1514.6726646068464
879,5963.015737321442
880,1273.3865605179499
883,2448.920333957309
886,2047.5101420258652
923,1256.944854512978
924,1701.0396965935897
932,1079.0951420237486
945,6607.912801839772
947,6406.059676174249
948,1968.6854406487269
955,3550.865563598598
963,5074.311374078717
979,1501.942007811561
989,1896.5622392663875
994,2905.6785679044083
995,2881.3633916286635
998,2396.2685931834744
1000,4598.1363863848965
1018,2391.1062738823753
1019,1958.308275600165
1028,2506.046821422632
1034,1273.9407049101662
1038,1829.400451181798
1040,1392.5874864826426
1042,1367.356536202883
1057,7343.241616027966
1058,1897.9686735692776
1063,1620.2648030436171
1066,4256.559820068662
1071,4977.211572324437
1073,3950.953703977919
1074,2978.2592915454047
1077,3617.5965045319294
1080,11578.468147013553
1088,399.04282050403395
1096,690.1155014002003
1097,8575.554686334975
1105,5789.082812479164
1115,2064.146896804725
1116,2580.6769311700837
1122,1942.2593523950839
1130,4378.278958730709
1133,1821.9188812539705
1137,2254.3822347525393
1140,1797.414666857319
1143,7839.895488159971
1149,6825.095515757191
1150,1572.0057290778614
1153,842.8478172225115
1157,995.6144989357948
1180,-220.8060019370959
1183,915.6065240790371
1188,1807.0009628331854
1193,982.0081202155031
1200,-503.1637646076726
1209,3541.663792233483
1214,2149.194162517759
1219,2783.4830358608
1223,6072.850243386581
1227,913.9183909428762
1228,703.8296990570906
1229,4404.750917645634
1233,2233.474011144847
1238,4471.208558418093
1239,1947.439438850732
1241,4114.768500800992
1243,2527.1386300593413
1244,1824.2522587833812
1245,4075.1798962369853
1277,4433.229314798746
1279,3272.567026252633
1292,9092.97150273637
1293,2552.752504403093
1299,9935.037652612085
1304,2993.8713090498177
1313,4826.107468469269
1328,3135.646877786514
1330,863.9813875958893
1334,1757.2410001121123
1335,1455.3487326670843
1336,5047.0136978082
1341,292.14436023368694
1344,1618.9071439225288
1351,1747.2740539257954
1352,2919.7361578025925
1354,2560.393420271884
1368,6471.63179790098
1373,1948.6177880526075
1375,202.5048845251958
1381,2518.089920507364
1384,5365.858157859134
1385,3510.354898873569
1388,6631.964228901074
1401,5314.297667576788
1402,2844.205434316004
1404,1594.3617421215831
1406,1538.1322157378931
1409,277.9541779083395
1422,1283.5085459206439
1429,4406.291463630247
1433,6132.728581692069
1438,1404.6089112163804
1444,1575.2672339204435
1446,1767.3558965430711
1450,878.1498135619561
1451,-152.9633126708273
1454,2312.5743113963513
1458,2531.609044313746
1461,3271.2859431501697
1464,5738.443592749692
1465,1181.6613499728574
1478,3467.9283792543374
1479,1876.3681200729454
1480,3076.870082018342
1484,2605.258889635676
1486,1153.0264807293381
1488,859.4675412723067
1489,3305.553525930992
1491,593.4343009293502
1507,2812.7538565015116
1515,1650.0292760166842
1519,4125.632638930615
1528,2255.0456359376
1529,829.812421368467
1530,3099.2651725543337
1532,897.8918917452428
1541,1326.0652310091639
1542,3821.6199546883427
1547,899.6341327946772
1549,563.4736636765946
1553,2761.286170238648
1554,4324.169967351462
1555,1349.2611314359308
1559,1818.0757548553074
1565,2077.594853633025
1568,604.5897807926139
1576,3445.539081622606
1579,560.340064234885
1592,567.2559519021846
1596,4165.448438694979
1605,967.1096164509512
1607,2104.8754946312056
1612,2559.5688849825765
1617,3196.7632139066104
1619,2475.7803988207497
1620,6864.27024030718
1624,2665.4661964789607
1627,1453.5702575289968
1633,2694.9123154748536
1636,1762.147191589094
1639,1443.8548876599707
1640,3404.2208555101192
1644,906.5114144212259
1646,2119.655841974044
1647,3469.1726084555535
1654,1061.620607006483
1655,3367.356083828868
1664,5826.713926903179
1665,2602.452747002559
1667,5393.250132040292
1669,799.8802139226369
1678,2223.4405678318067
1682,2103.609426352259
1689,618.5282893843697
1690,3162.5579999068113
1693,6399.283768402145
1695,452.9282703750366
1705,2475.0638835515106
1706,4261.100565550169
1708,2910.08399539791
1716,2161.7700275615784
1720,8023.656563463567
1722,766.8535281904295
1749,5637.871144622061
1750,2608.449118383002
1751,6821.956393728921
1760,3124.5820279347654
1763,4687.797015528803
1770,2056.483215805526
1777,2855.194569329126
1785,5041.084260873837
1791,921.0282808416154
1794,5691.325562513351
1800,1937.8844059789026
1816,1546.392864574725
1817,976.0822651138625
1821,2933.490059081132
1836,947.5289916730862
1838,2421.450706062844
1851,2602.152775442496
1852,3226.890309854766
1854,3052.833734954888
1856,1472.0292396100735
1865,424.71224768598853
1872,636.3579631100745
1878,788.1053983884251
1880,1084.3237672846046
1881,1938.2838018611333
1882,3534.6444402586967
1886,908.2166163504155
